a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
a,ba,ca,da,e,fa,ga,ha,i,ja,ka,la,ma,na,o,pa,qa,ra,sa,ta,u,va,wa,xan,ya,za
ab,bab,cah,dab,eb,fag,gab,hab,ib,jab,kab,lab,mab,nad,ob,pab,qaf,rab,sab,tab,ud,vak,wab,xe,yad,zab
ad,bad,cai,dad,ef,fah,gaf,had,id,jad,kac,lad,mad,naf,od,pad,qah,rad,sad,tad,uf,val,wad,xi,yah,zah
af,baf,cak,daf,eh,fai,gah,haf,if,jah,kad,laf,maf,nag,of,pah,qal,raf,saf,taf,ug,vam,waf,,yai,zai
ag,bag,cal,dah,ei,fak,gai,hah,ig,jai,kaf,lag,mag,nah,og,pai,qan,rag,sah,tag,uh,van,wah,,yak,zak
ah,bah,cam,dai,ek,faks,gak,hai,ih,jaj,kah,lah,mah,nai,oh,pak,qi,rah,sai,tah,uk,vans,wai,,yal,zakh
ai,bai,can,dak,eks,fal,gal,haj,ij,jak,kai,lai,mai,nak,ohm,paks,qu,rai,sains,tai,ukh,var,wak,,yam,zal
aj,bak,cang,daks,el,falk,gam,hak,ik,jal,kak,laj,mak,naks,oi,pal,qud,raj,sak,taj,ul,vas,wal,,yan,zam
ak,bakh,cap,dal,em,fam,gan,hal,ikh,jam,kal,lak,makh,nal,ok,palm,,rak,sakh,tak,um,vat,wals,,yang,zan
akh,bal,car,dam,en,fan,gang,ham,il,jan,kalk,laks,maks,nam,ol,pam,,raks,sal,takh,un,vau,wam,,yap,zang
al,balt,cas,dan,eng,far,gap,han,im,jang,kam,lal,mal,nan,om,pan,,ral,sam,tal,ung,ve,wan,,yar,zar
am,bam,cat,dang,ens,fas,gar,hang,in,jap,kamp,lam,malt,nang,on,pang,,ram,san,talk,up,vei,wang,,yard,zat
an,ban,cau,dans,ep,fat,gas,hap,ing,jar,kan,lan,mam,nans,ong,pap,,ran,sang,tam,ur,vek,war,,yas,ze
ang,bang,ce,dap,er,fau,gat,har,ip,jas,kang,lang,man,nap,ons,par,,rang,sans,tan,us,veks,was,,yat,zeb
ans,bank,ceh,dar,erg,faz,gau,hart,iq,jat,kans,lans,mang,naq,op,pas,,rans,sap,tang,ut,vel,wat,,yau,zed
ap,bap,cek,das,es,fe,gaz,has,ir,jau,kap,lap,map,nar,or,pat,,rap,sar,tank,uz,vem,watt,,ye,zen
ar,bar,cel,dat,et,feb,ge,hat,is,jaz,kar,laps,mar,nas,os,pau,,rar,sas,tans,,ven,wau,,yeh,zer
ark,bas,cem,dau,,fed,geb,hau,isy,je,karp,lar,mark,nat,ost,pe,,ras,sat,tap,,ver,we,,yek,zet
art,bat,cen,de,,fei,geh,he,it,jeb,karst,larm,mas,nau,ot,peh,,rasy,sau,tar,,ves,weh,,yel,zi
as,bau,ceng,deb,,fek,gei,heb,iz,jeg,kas,lars,masy,nblen,,pei,,rat,saw,tas,,vet,wek,,yem,zib
asy,bda,cep,def,,fel,gek,hed,,jeh,kat,las,mat,ndo,,pek,,rau,sduk,tasy,,vi,wel,,yen,zih
at,be,cer,deg,,fem,gel,hei,,jek,kau,lat,mau,ne,,pel,,raw,se,tat,,vib,wen,,yeng,zil
au,beb,ces,deh,,fen,gem,hek,,jel,ke,lau,maz,nef,,pels,,re,seb,tau,,vig,weng,,yer,zim
av,beg,cet,dei,,feng,gen,hel,,jem,keb,law,mbah,neh,,pem,,reb,seg,taz,,vil,wer,,yes,zin
az,beh,ci,dek,,fer,geng,helm,,jen,kec,le,mbak,nei,,pen,,red,seh,te,,vin,werst,,yet,zink
,bei,cib,deks,,fes,gep,hem,,jeng,ked,leb,mbe,nek,,peng,,ref,sei,teb,,vir,wes,,yi,zir
,bek,cih,del,,fet,ger,hen,,jep,keh,led,mbok,nel,,pep,,reg,sek,ted,,vis,wet,,yib,ziz
,bel,cik,dem,,fhid,ges,heng,,jer,kei,leg,me,nem,,per,,reh,sekh,teg,,vit,wi,,yid,zo
,bem,cil,den,,fi,get,henry,,jet,kek,leh,meb,nen,,pers,,rei,seks,teh,,vlek,wid,,yik,zof
,ben,cim,deng,,fib,gi,hep,,ji,kel,lei,meh,neng,,pes,,rek,sel,tei,,vo,wif,,yin,zoh
,beng,cin,dep,,fih,gib,her,,jib,kelp,lek,mei,nens,,pet,,rel,sem,tek,,vod,wig,,yit,zoi
,ber,cing,der,,fik,gid,hertz,,jid,kem,leks,mek,nep,,pi,,rem,sen,teks,,voi,wih,,yiz,zol
,bert,cip,derm,,fiks,gih,hes,,jih,ken,lel,mel,ner,,pid,,ren,seng,tel,,vol,wij,,yo,zon
,bes,cir,dern,,fil,gik,hi,,jik,keng,lem,mem,nes,,pig,,reng,sens,tem,,volt,wik,,yog,zos
,bet,cis,des,,film,gil,hib,,jil,kep,len,men,net,,pih,,rens,sep,ten,,von,wil,,yok,zu
,bha,cit,det,,fim,gim,hid,,jim,ker,leng,meng,new,,pik,,rep,seps,teng,,vor,wim,,yolk,zul
,bi,cling,dha,,fin,gin,hih,,jin,kers,lens,mens,nga,,piks,,rer,ser,tens,,vos,win,,yom,zum
,bib,clok,dhis,,fir,ging,hij,,jing,kes,lep,mer,ngah,,pil,,res,ses,tep,,vot,wing,,yon,zur
,bid,co,di,,firn,gip,hik,,jip,ket,ler,mes,ngai,,pim,,ret,set,ter,,vra,wir,,yong,zus
,bih,cob,dib,,fis,gips,hil,,jir,kha,les,met,ngak,,pin,,ri,sfe,term,,vrah,wis,,yor,
,bik,coh,did,,fit,gir,him,,jis,khai,let,mez,ngal,,ping,,rib,sfi,tern,,vu,wit,,yos,
,bil,cok,dif,,fiz,gis,hin,,jit,khal,li,mi,ngam,,pir,,rid,sfig,tes,,vul,wo,,yot,
,bim,col,dig,,fla,git,hing,,jiz,kham,lib,mid,ngan,,pis,,rif,sfing,tet,,vum,wok,,yu,
,bin,com,dih,,flam,gla,hip,,jlang,khan,lid,mig,ngang,,pit,,rih,sfinks,tgen,,vun,wol,,yub,
,bing,con,dik,,flat,glan,hips,,jle,khas,lif,mih,ngap,,pla,,rik,si,the,,vur,wom,,yuh,
,bip,cong,diks,,fleg,glans,hir,,jling,khat,lift,mik,ngar,,plak,,rikh,sib,ti,,,won,,yuk,
,bir,cop,dil,,flek,glas,his,,jlok,khi,lig,mil,ngas,,plan,,ril,sid,tib,,,wong,,yul,
,bis,cor,dim,,fleks,glau,hit,,jo,khid,lih,mim,ngat,,plang,,rim,sif,tid,,,wor,,yum,
,bit,cos,din,,flen,gle,ho,,jog,khil,lik,min,ngau,,plar,,rin,sig,tif,,,wot,,yun,
,bla,cot,ding,,flet,glet,hoi,,joh,khin,liks,ming,nge,,plas,,ring,sih,tig,,,wrang,,yung,
,blak,crat,dip,,flik,gli,hok,,jok,khir,lil,mip,ngeh,,plat,,rip,sik,tih,,,wre,,yup,
,blan,creng,dir,,flis,glo,hol,,jol,khis,lim,mir,ngek,,ple,,rir,sil,tik,,,wri,,yur,
,blang,cret,dis,,flo,glong,hom,,jom,khit,lin,mis,ngel,,plei,,ris,silt,tikh,,,wu,,yus,
,blas,cri,dit,,flop,glu,hon,,jon,kho,ling,mit,ngen,,pleis,,rit,sim,til,,,wuf,,yut,
,ble,crit,dner,,flu,gno,hong,,jong,khot,lip,mme,ngeng,,plek,,ro,sin,tim,,,wuh,,,
,blek,cu,do,,fluk,go,hop,,jor,khoz,lips,mne,ngep,,pleks,,rob,sing,tin,,,wuk,,,
,blem,cub,dob,,fluks,gob,hor,,jos,khu,lir,mo,nger,,pleng,,rod,sip,ting,,,wul,,,
,blen,cuh,dog,,fo,gof,horn,,jot,khul,lis,mob,nges,,ples,,rof,sir,tip,,,wung,,,
,bleng,cuk,doh,,fob,gog,hos,,jram,khun,lisk,moc,nget,,plet,,rog,sis,tiq,,,wur,,,
,bles,cul,doi,,fok,goh,hot,,jrang,ki,lit,mog,ngi,,pli,,roh,sit,tir,,,wut,,,
,bli,cum,dok,,fol,goj,hu,,jreng,kib,lo,moh,ngih,,plin,,rohm,ska,tis,,,,,,
,bling,cun,doks,,fon,gok,hud,,jring,kif,lob,moi,ngik,,plis,,roi,skan,tit,,,,,,
,blo,cung,dol,,for,gol,huf,,ju,kih,lod,mok,ngil,,plo,,rok,skap,tjam,,,,,,
,blog,cup,dom,,form,golf,huh,,jub,kik,lof,mol,ngin,,ploi,,rol,ske,tme,,,,,,
,blok,cur,don,,fos,gom,huk,,jud,kil,log,mon,nging,,plok,,rom,skep,tner,,,,,,
,blong,cus,dong,,fra,gon,hul,,juh,kiln,loh,mong,ngir,,plom,,ron,sker,to,,,,,,
,blu,cut,dop,,frag,gong,hum,,juj,kim,loi,mop,ngis,,plon,,rong,sket,tob,,,,,,
,blud,,dor,,frak,gop,hun,,juk,kin,lok,mor,ngit,,plong,,rop,ski,tod,,,,,,
,blung,,dors,,fram,gor,hung,,jul,king,lol,morf,ngo,,plop,,ror,skip,tog,,,,,,
,blus,,dos,,fran,gos,hur,,jum,kip,lom,mos,ngoh,,plot,,ros,skis,toh,,,,,,
,bo,,dot,,fras,got,hurt,,jun,kir,lon,mot,ngok,,plu,,rot,skle,toi,,,,,,
,bob,,dra,,fre,gra,hus,,jung,kis,long,mu,ngol,,plug,,ru,sko,tok,,,,,,
,bod,,drad,,fri,grad,hut,,jur,kit,lop,mub,ngon,,plum,,rub,skom,tol,,,,,,
,bof,,draf,,frib,graf,hyang,,jus,kits,lor,mud,ngong,,plung,,rud,skop,tom,,,,,,
,boh,,drai,,frik,grah,,,jut,kla,los,muf,ngor,,plus,,ruf,skor,ton,,,,,,
,boi,,dram,,fron,grak,,,juz,klaf,lot,muh,ngos,,pne,,rug,skors,tong,,,,,,
,bok,,dras,,front,gral,,,,klaim,lu,muj,ngot,,po,,ruh,skrin,top,,,,,,
,boks,,drat,,fruk,gram,,,,klak,lub,muk,ngu,,pob,,ruj,skrip,tor,,,,,,
,bol,,dre,,frus,gran,,,,klan,lud,mukh,nguh,,pod,,ruk,skro,tos,,,,,,
,bom,,drek,,fu,grang,,,,klang,luh,mul,nguk,,pof,,rukh,sku,tot,,,,,,
,bon,,drel,,fuk,grap,,,,klas,luk,mum,ngul,,pog,,rul,sla,tov,,,,,,
,bong,,dreng,,ful,gre,,,,klau,luks,mun,ngum,,poh,,rum,slag,tra,,,,,,
,bop,,dres,,fum,grek,,,,klaus,lul,mung,ngun,,poi,,run,slah,traf,,,,,,
,bor,,dri,,fun,grem,,,,kle,lum,mur,ngung,,pok,,rung,slan,trah,,,,,,
,bos,,drif,,fung,gren,,,,klei,lun,mus,ngup,,pol,,rup,slang,trai,,,,,,
,bot,,drik,,fur,gres,,,,kleis,lung,musy,ngur,,pom,,rur,sle,trak,,,,,,
,bra,,dril,,fus,gri,,,,klem,lup,mut,ngus,,pon,,rus,slen,traks,,,,,,
,brah,,drin,,fuz,grib,,,,klen,lur,muz,ngut,,pong,,rut,sling,tral,,,,,,
,brai,,dring,,fyord,gring,,,,kleng,lus,,ni,,pons,,,slip,tram,,,,,,
,brail,,drip,,,grip,,,,klep,lut,,nib,,pop,,,slo,tran,,,,,,
,brak,,dris,,,gris,,,,kli,,,nid,,por,,,slof,trans,,,,,,
,bram,,dro,,,grit,,,,klif,,,nif,,pos,,,sma,trap,,,,,,
,bran,,drob,,,gro,,,,klik,,,nig,,pot,,,smes,tras,,,,,,
,brang,,drok,,,grok,,,,klin,,,nih,,pra,,,smo,trat,,,,,,
,brat,,drom,,,grom,,,,kling,,,nik,,prag,,,sne,trau,,,,,,
,brau,,dron,,,gron,,,,klip,,,nikh,,prah,,,sno,tre,,,,,,
,bre,,drong,,,gros,,,,klir,,,niks,,prai,,,snob,trek,,,,,,
,brek,,drop,,,gru,,,,klis,,,nil,,prak,,,so,trem,,,,,,
,brem,,dru,,,grup,,,,klo,,,nim,,prang,,,sob,tren,,,,,,
,bren,,druk,,,grur,,,,klong,,,nin,,prap,,,sof,treng,,,,,,
,breng,,drum,,,gu,,,,klop,,,ning,,pras,,,sog,trer,,,,,,
,bret,,drung,,,gub,,,,klor,,,nir,,prat,,,soh,tres,,,,,,
,bri,,du,,,guh,,,,klu,,,nis,,pre,,,soi,tret,,,,,,
,brik,,dub,,,guk,,,,klub,,,nit,,preg,,,sok,tri,,,,,,
,bring,,dud,,,gul,,,,klung,,,no,,pren,,,sol,trib,,,,,,
,bro,,dug,,,gum,,,,knal,,,nod,,preng,,,som,trif,,,,,,
,broh,,duh,,,gun,,,,knop,,,nog,,pres,,,son,trig,,,,,,
,broi,,duk,,,gung,,,,knot,,,noh,,pret,,,song,trik,,,,,,
,brol,,dul,,,gup,,,,ko,,,noi,,pri,,,sop,triks,,,,,,
,brom,,dum,,,gur,,,,kob,,,nok,,prim,,,sor,tril,,,,,,
,bron,,dun,,,gus,,,,kod,,,noks,,prin,,,sos,trim,,,,,,
,bros,,dung,,,gut,,,,kof,,,nol,,pring,,,sot,trin,,,,,,
,brot,,dup,,,,,,,kog,,,nom,,pris,,,spa,trip,,,,,,
,brow,,dur,,,,,,,koh,,,non,,prit,,,span,trips,,,,,,
,bru,,dus,,,,,,,koi,,,nong,,pro,,,spar,tris,,,,,,
,bruk,,dut,,,,,,,kok,,,nop,,prob,,,spas,tro,,,,,,
,brung,,dwi,,,,,,,kol,,,nor,,prof,,,spat,trob,,,,,,
,bu,,,,,,,,,kolt,,,nos,,prog,,,spe,trof,,,,,,
,bub,,,,,,,,,kom,,,not,,prok,,,spek,trog,,,,,,
,bud,,,,,,,,,kon,,,nri,,prong,,,spel,troi,,,,,,
,bug,,,,,,,,,kong,,,nu,,prop,,,sper,trok,,,,,,
,buh,,,,,,,,,kop,,,nub,,pros,,,spi,trol,,,,,,
,buk,,,,,,,,,kor,,,nuh,,prot,,,spil,trom,,,,,,
,bul,,,,,,,,,korps,,,nuk,,pru,,,spo,tron,,,,,,
,bum,,,,,,,,,kos,,,nul,,pruf,,,spon,trong,,,,,,
,bun,,,,,,,,,kot,,,num,,prung,,,spons,trop,,,,,,
,bung,,,,,,,,,kra,,,nun,,psa,,,spor,tros,,,,,,
,bup,,,,,,,,,krak,,,nung,,psalm,,,sport,trot,,,,,,
,bur,,,,,,,,,kram,,,nur,,pse,,,sprin,tru,,,,,,
,burs,,,,,,,,,krang,,,nus,,psi,,,spring,truf,,,,,,
,bus,,,,,,,,,krans,,,nut,,psik,,,sprint,truh,,,,,,
,but,,,,,,,,,kre,,,nya,,pso,,,spu,truk,,,,,,
,byang,,,,,,,,,krek,,,nyah,,pte,,,sput,trum,,,,,,
,byok,,,,,,,,,krem,,,nyai,,pti,,,sre,trun,,,,,,
,byong,,,,,,,,,kret,,,nyak,,ptif,,,sreg,trung,,,,,,
,,,,,,,,,,kri,,,nyal,,pto,,,srem,trup,,,,,,
,,,,,,,,,,krik,,,nyam,,pu,,,sri,trus,,,,,,
,,,,,,,,,,krim,,,nyan,,pub,,,sta,tsar,,,,,,
,,,,,,,,,,kring,,,nyang,,puh,,,staf,tsu,,,,,,
,,,,,,,,,,krip,,,nyap,,puk,,,stag,tu,,,,,,
,,,,,,,,,,kris,,,nyar,,pul,,,stal,tub,,,,,,
,,,,,,,,,,kro,,,nyat,,pulp,,,stam,tuh,,,,,,
,,,,,,,,,,krok,,,nyau,,puls,,,stan,tuk,,,,,,
,,,,,,,,,,krol,,,nye,,pum,,,stap,tul,,,,,,
,,,,,,,,,,kron,,,nyeh,,pun,,,star,tum,,,,,,
,,,,,,,,,,krong,,,nyek,,pung,,,start,tun,,,,,,
,,,,,,,,,,kros,,,nyel,,punk,,,ste,tung,,,,,,
,,,,,,,,,,kru,,,nyem,,pur,,,sted,tup,,,,,,
,,,,,,,,,,kruk,,,nyen,,pus,,,stei,tur,,,,,,
,,,,,,,,,,krus,,,nyeng,,put,,,steik,turg,,,,,,
,,,,,,,,,,krut,,,nyep,,pyang,,,stek,tus,,,,,,
,,,,,,,,,,ksi,,,nyet,,pyok,,,stem,tut,,,,,,
,,,,,,,,,,ksong,,,nyi,,,,,sten,tuts,,,,,,
,,,,,,,,,,kti,,,nyih,,,,,step,,,,,,,
,,,,,,,,,,kton,,,nyik,,,,,ster,,,,,,,
,,,,,,,,,,ktur,,,nying,,,,,stet,,,,,,,
,,,,,,,,,,ktus,,,nyir,,,,,sti,,,,,,,
,,,,,,,,,,ku,,,nyit,,,,,stig,,,,,,,
,,,,,,,,,,kub,,,nyo,,,,,stik,,,,,,,
,,,,,,,,,,kuf,,,nyoh,,,,,stil,,,,,,,
,,,,,,,,,,kuh,,,nyok,,,,,sting,,,,,,,
,,,,,,,,,,kuk,,,nyol,,,,,sto,,,,,,,
,,,,,,,,,,kul,,,nyon,,,,,stof,,,,,,,
,,,,,,,,,,kult,,,nyong,,,,,stoi,,,,,,,
,,,,,,,,,,kum,,,nyor,,,,,stok,,,,,,,
,,,,,,,,,,kun,,,nyos,,,,,stol,,,,,,,
,,,,,,,,,,kung,,,nyot,,,,,stop,,,,,,,
,,,,,,,,,,kup,,,nyu,,,,,stra,,,,,,,
,,,,,,,,,,kur,,,nyuh,,,,,strak,,,,,,,
,,,,,,,,,,kurs,,,nyuk,,,,,stran,,,,,,,
,,,,,,,,,,kus,,,nyum,,,,,strat,,,,,,,
,,,,,,,,,,kut,,,nyun,,,,,streng,,,,,,,
,,,,,,,,,,kwa,,,nyung,,,,,strep,,,,,,,
,,,,,,,,,,kwar,,,nyur,,,,,stres,,,,,,,
,,,,,,,,,,kwe,,,nyut,,,,,stri,,,,,,,
,,,,,,,,,,kwo,,,,,,,,strik,,,,,,,
,,,,,,,,,,,,,,,,,,strin,,,,,,,
,,,,,,,,,,,,,,,,,,strip,,,,,,,
,,,,,,,,,,,,,,,,,,stro,,,,,,,
,,,,,,,,,,,,,,,,,,strom,,,,,,,
,,,,,,,,,,,,,,,,,,stron,,,,,,,
,,,,,,,,,,,,,,,,,,strot,,,,,,,
,,,,,,,,,,,,,,,,,,stru,,,,,,,
,,,,,,,,,,,,,,,,,,struk,,,,,,,
,,,,,,,,,,,,,,,,,,stu,,,,,,,
,,,,,,,,,,,,,,,,,,stur,,,,,,,
,,,,,,,,,,,,,,,,,,su,,,,,,,
,,,,,,,,,,,,,,,,,,sub,,,,,,,
,,,,,,,,,,,,,,,,,,sud,,,,,,,
,,,,,,,,,,,,,,,,,,suf,,,,,,,
,,,,,,,,,,,,,,,,,,suh,,,,,,,
,,,,,,,,,,,,,,,,,,suk,,,,,,,
,,,,,,,,,,,,,,,,,,sukh,,,,,,,
,,,,,,,,,,,,,,,,,,sul,,,,,,,
,,,,,,,,,,,,,,,,,,sum,,,,,,,
,,,,,,,,,,,,,,,,,,sun,,,,,,,
,,,,,,,,,,,,,,,,,,sung,,,,,,,
,,,,,,,,,,,,,,,,,,sup,,,,,,,
,,,,,,,,,,,,,,,,,,sur,,,,,,,
,,,,,,,,,,,,,,,,,,surd,,,,,,,
,,,,,,,,,,,,,,,,,,sus,,,,,,,
,,,,,,,,,,,,,,,,,,sut,,,,,,,
,,,,,,,,,,,,,,,,,,swa,,,,,,,
,,,,,,,,,,,,,,,,,,swaim,,,,,,,
,,,,,,,,,,,,,,,,,,swak,,,,,,,
,,,,,,,,,,,,,,,,,,swang,,,,,,,
,,,,,,,,,,,,,,,,,,swap,,,,,,,
,,,,,,,,,,,,,,,,,,swas,,,,,,,
,,,,,,,,,,,,,,,,,,swau,,,,,,,
,,,,,,,,,,,,,,,,,,swe,,,,,,,
,,,,,,,,,,,,,,,,,,swi,,,,,,,
,,,,,,,,,,,,,,,,,,swim,,,,,,,
,,,,,,,,,,,,,,,,,,sya,,,,,,,
,,,,,,,,,,,,,,,,,,syad,,,,,,,
,,,,,,,,,,,,,,,,,,syah,,,,,,,
,,,,,,,,,,,,,,,,,,syai,,,,,,,
,,,,,,,,,,,,,,,,,,syak,,,,,,,
,,,,,,,,,,,,,,,,,,syakh,,,,,,,
,,,,,,,,,,,,,,,,,,syal,,,,,,,
,,,,,,,,,,,,,,,,,,syam,,,,,,,
,,,,,,,,,,,,,,,,,,syan,,,,,,,
,,,,,,,,,,,,,,,,,,syar,,,,,,,
,,,,,,,,,,,,,,,,,,syat,,,,,,,
,,,,,,,,,,,,,,,,,,syau,,,,,,,
,,,,,,,,,,,,,,,,,,sye,,,,,,,
,,,,,,,,,,,,,,,,,,syekh,,,,,,,
,,,,,,,,,,,,,,,,,,syi,,,,,,,
,,,,,,,,,,,,,,,,,,syid,,,,,,,
,,,,,,,,,,,,,,,,,,syik,,,,,,,
,,,,,,,,,,,,,,,,,,syin,,,,,,,
,,,,,,,,,,,,,,,,,,syis,,,,,,,
,,,,,,,,,,,,,,,,,,syo,,,,,,,
,,,,,,,,,,,,,,,,,,syok,,,,,,,
,,,,,,,,,,,,,,,,,,syu,,,,,,,
,,,,,,,,,,,,,,,,,,syub,,,,,,,
,,,,,,,,,,,,,,,,,,syuk,,,,,,,
,,,,,,,,,,,,,,,,,,syur,,,,,,,
